full_name,da_p,e_p,sini_p,MeanLib,LibRange,albedo,W1Alb,W2Alb,g_mag-mean,(b - v),(u - g),(g - r),(r - i),(i - z),(Y - J),(J - Ks),(H - Ks),L,GreaterClan,Clan,SubClan,tax_c,Tax_ref
  3709 Polypoites (1985 TL3),0.0586,0.0142,0.3351,0.5938482392502211,22.11529292461,0.087,0.181,0.176,16.5907987150984,?,?,?,?,?,?,?,?,4,-,Polypoites,-,D,Bendjoya2004
  4035 (1986 WD),0.0743,0.0096,0.2266,2.06187427552481,29.0178487958818,0.054000000000000006,0.129,0.113,17.5005171645678,?,?,?,?,?,?,?,?,4,-,Polypoites,-,D,Bendjoya2004
 18062 (1999 XY187),0.0645,0.0044,0.2891,1.42590440292813,28.9170850699045,0.092,0.18,0.18,?,0.800000000000001,1.46,0.59,0.25,0.18,?,?,?,4,-,Polypoites,-,D,Hasselmann2012
 65257 (2002 FU36),0.0461,0.0352,0.3232,0.967440106429919,23.4882810086815,0.092,0.184,0.184,?,?,?,?,?,?,?,?,?,4,-,Polypoites,-,,
264154 (2009 VA107),0.0791,0.0108,0.3238,2.2261864881278597,33.1854466744632,0.063,?,?,?,?,?,?,?,?,0.323023,0.753758,?,4,-,Polypoites,-,,
