full_name,da_p,e_p,sini_p,MeanLib,LibRange,albedo,W1Alb,W2Alb,g_mag-mean,(b - v),(u - g),(g - r),(r - i),(i - z),(Y - J),(J - Ks),(H - Ks),L,GreaterClan,Clan,SubClan,tax_c,Tax_ref
   617 Patroclus (1906 VY),0.0237,0.1004,0.3664,299.714038357269,8.71596334013481,0.047,0.092,0.052,15.945301822711,?,?,?,?,?,?,?,?,5,GreaterPatroclus,-,-,,
   884 Priamus (1917 CQ),0.0524,0.0867,0.1763,297.586251832265,26.6995428087563,0.044,0.125,0.107,17.0231414013261,0.810000000000002,1.47,0.600000000000001,0.199999999999999,0.149999999999999,?,?,?,5,GreaterPatroclus,-,-,,
  1172 Aneas (1930 UA),0.0482,0.0603,0.3058,299.11511173013,23.786379540720702,0.059,0.129,0.094,?,0.714285714285715,1.665,0.506428571428571,0.068571428571429,0.021428571428571,?,?,?,5,GreaterAneas,Aneas,AneasSub,D,Tholin1989
  1173 Anchises (1930 UB),0.1107,0.1001,0.1321,293.261431466624,46.203004166232994,0.05,0.099,0.099,16.7523163353539,?,?,?,?,?,?,?,?,5,-,Anchises,-,X,Tholin1989
  1208 Troilus (1931 YA),0.0458,0.0527,0.5447,300.832899288931,21.0989069632291,0.041,0.074,0.028,16.780140467956,0.765000000000001,1.85,0.550000000000001,0.165000000000001,0.084999999999999,?,?,?,5,GreaterPatroclus,Troilus,TroilusSub,FCU,Tholin1989
  1867 Deiphobus (1971 EA),0.078,0.0304,0.4737,298.15590367106097,38.9669304506257,0.06,0.129,0.103,15.8593727822117,0.825000000000001,1.45,0.614999999999999,0.215,0.15,?,?,?,5,GreaterAneas,Aneas,-,D,Tholin1989
  1870 Glaukos (1971 FE),0.0462,0.0171,0.1115,299.307418262492,16.5015031778809,0.049,0.118,0.118,18.1304729626531,0.77,1.57,0.559999999999999,0.25,0.16,?,?,?,5,-,-,-,D,Hasselmann2012
  1871 Astyanax (1971 FF),0.1288,0.0145,0.1297,291.58447116273203,54.684553272787596,0.076,0.151,0.151,?,?,?,?,?,?,?,?,?,5,GreaterAstyanax,Astyanax,AstyanaxSub,D,Fornasier2004
  1872 Helenos (1971 FG),0.109,0.015,0.2536,294.64029928346804,46.865088643883,0.067,0.152,0.152,?,0.75,1.515,0.535,0.190000000000001,0.114999999999998,?,?,?,5,GreaterAstyanax,Helenos,-,,
  1873 Agenor (1971 FH),0.0553,0.1174,0.3792,298.568892962714,23.725186285605396,0.062,0.131,0.131,18.1231630483284,?,?,?,?,?,?,?,?,5,GreaterPatroclus,-,-,,
  2207 Antenor (1977 QH1),0.0813,0.0591,0.1083,295.719047196619,37.9663206570796,0.051,0.147,0.13,16.3274413561117,?,?,?,?,?,?,?,?,5,GreaterAneas,-,-,D,Tholin1989
  2223 Sarpedon (1977 TL3),0.0655,0.038,0.2882,298.224714686345,30.449686468672198,0.051,0.125,0.098,?,0.665000000000001,1.445,0.460000000000001,0.120000000000001,0.089999999999998,?,?,?,5,GreaterAneas,Sarpedon,SarpedonSub,DU,Tholin1989
  2241 Alcathous (1979 WM),0.0603,0.1034,0.3079,297.89726579362303,26.5432161208444,0.048,0.127,0.097,16.2466686306561,?,?,?,?,?,?,?,?,5,GreaterPatroclus,-,-,D,Tholin1989
  2357 Phereclos (1981 AC),0.0337,0.0481,0.0481,298.978889516757,16.879149282627402,0.052,0.137,0.101,16.7983339628023,0.720000000000001,1.52,0.509999999999998,0.17,0.16,?,?,?,5,GreaterPatroclus,Phereclos,PhereclosSub,D,Tholin1989
  2363 Cebriones (1977 TJ3),0.0783,0.0333,0.5399,299.049335281468,39.7238714512909,0.044,0.133,0.091,16.2402616586741,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Cebriones,-,D,Tholin1989
  2594 Acamas (1978 TB),0.1517,0.0731,0.1035,286.251860773219,68.1179609388406,0.06,0.121,0.121,?,?,?,?,?,?,?,?,?,5,GreaterAstyanax,Astyanax,AcamasSub,,
  2674 Pandarus (1982 BC3),0.0345,0.08800000000000001,0.0365,298.225470875425,18.259620366439396,0.067,0.148,0.139,16.6939702700906,0.822500000000002,1.4625,0.6075,0.249999999999999,0.152500000000001,?,?,?,5,GreaterPatroclus,Phereclos,PandarusSub,D,Tholin1989
  2893 Peiroos (1975 QD),0.078,0.0471,0.2289,296.874098304766,35.0288414636117,0.048,0.114,0.059,16.8762809114341,?,?,?,?,?,?,?,?,5,GreaterAneas,Aneas,-,D,Tholin1989
