full_name,da_p,e_p,sini_p,MeanLib,LibRange,albedo,W1Alb,W2Alb,g_mag-mean,(b - v),(u - g),(g - r),(r - i),(i - z),(Y - J),(J - Ks),(H - Ks),L,da_p-intv,da_p-left,da_p-right,e_p-intv,e_p-left,e_p-right,sini_p-intv,sini_p-left,sini_p-right,MeanLib-intv,MeanLib-left,MeanLib-right,LibRange-intv,LibRange-left,LibRange-right,albedo-intv,albedo-left,albedo-right,W1Alb-intv,W1Alb-left,W1Alb-right,W2Alb-intv,W2Alb-left,W2Alb-right,g_mag-mean-intv,g_mag-mean-left,g_mag-mean-right,(b - v)-intv,(b - v)-left,(b - v)-right,(u - g)-intv,(u - g)-left,(u - g)-right,(g - r)-intv,(g - r)-left,(g - r)-right,(r - i)-intv,(r - i)-left,(r - i)-right,(i - z)-intv,(i - z)-left,(i - z)-right,(Y - J)-intv,(Y - J)-left,(Y - J)-right,(J - Ks)-intv,(J - Ks)-left,(J - Ks)-right,(H - Ks)-intv,(H - Ks)-left,(H - Ks)-right,GreaterClan,Clan,SubClan,tax_c,Tax_ref
 11395 (1998 XN77),0.0,7.0,7.0,2.0,0.0,1.0,0.0,0.0,9.0,?,?,?,?,?,?,?,?,4,"(0.000442, 0.0119]",0.000442,0.0119,"(0.0903, 0.103]",0.0903,0.10300000000000001,"(0.387, 0.441]",0.387,0.441,"(-0.895, 0.436]",-0.895,0.436,"(2.731, 8.002]",2.7310000000000003,8.002,"(0.0367, 0.0483]",0.0367,0.0483,"(0.0557, 0.0789]",0.0557,0.0789,"(0.0276, 0.0528]",0.0276,0.0528,"(17.564, 17.836]",17.564,17.836,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GreaterAchilles,1991EL,-,,
 15527 (1999 YY2),0.0,13.0,6.0,4.0,0.0,3.0,3.0,4.0,14.0,?,?,?,?,?,?,?,?,4,"(0.000442, 0.0119]",0.000442,0.0119,"(0.164, 0.177]",0.16399999999999998,0.177,"(0.334, 0.387]",0.33399999999999996,0.387,"(1.766, 3.096]",1.766,3.096,"(2.731, 8.002]",2.7310000000000003,8.002,"(0.06, 0.0717]",0.06,0.0717,"(0.125, 0.148]",0.125,0.14800000000000002,"(0.127, 0.152]",0.127,0.152,"(18.925, 19.197]",18.925,19.197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GreaterAchilles,1991EL,-,,
 23480 (1991 EL),1.0,11.0,7.0,3.0,1.0,5.0,4.0,5.0,?,?,?,?,?,?,7.0,4.0,?,4,"(0.0119, 0.0232]",0.0119,0.0232,"(0.14, 0.152]",0.14,0.152,"(0.387, 0.441]",0.387,0.441,"(0.436, 1.766]",0.436,1.766,"(8.002, 13.201]",8.002,13.200999999999999,"(0.0833, 0.095]",0.0833,0.095,"(0.148, 0.171]",0.14800000000000002,0.171,"(0.152, 0.177]",0.152,0.177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"(0.351, 0.398]",0.35100000000000003,0.398,"(0.549, 0.669]",0.5489999999999999,0.669,-,-,-,GreaterAchilles,1991EL,-,,
 24312 (1999 YO22),3.0,8.0,4.0,3.0,3.0,3.0,3.0,4.0,?,11.0,2.0,11.0,9.0,10.0,?,?,?,4,"(0.0345, 0.0458]",0.0345,0.0458,"(0.103, 0.115]",0.10300000000000001,0.115,"(0.226, 0.28]",0.226,0.28,"(0.436, 1.766]",0.436,1.766,"(18.4, 23.599]",18.4,23.599,"(0.06, 0.0717]",0.06,0.0717,"(0.125, 0.148]",0.125,0.14800000000000002,"(0.127, 0.152]",0.127,0.152,-,-,-,"(1.273, 1.342]",1.273,1.342,"(0.851, 0.962]",0.851,0.962,"(1.033, 1.1]",1.033,1.1,"(0.267, 0.29]",0.267,0.29,"(0.117, 0.183]",0.117,0.183,-,-,-,-,-,-,-,-,-,GreaterAchilles,1991EL,-,,
 25895 (2000 XN9),1.0,9.0,6.0,3.0,1.0,3.0,3.0,4.0,?,?,?,?,?,?,?,?,?,4,"(0.0119, 0.0232]",0.0119,0.0232,"(0.115, 0.127]",0.115,0.127,"(0.334, 0.387]",0.33399999999999996,0.387,"(0.436, 1.766]",0.436,1.766,"(8.002, 13.201]",8.002,13.200999999999999,"(0.06, 0.0717]",0.06,0.0717,"(0.125, 0.148]",0.125,0.14800000000000002,"(0.127, 0.152]",0.127,0.152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GreaterAchilles,1991EL,-,,
 36267 (1999 XB211),2.0,8.0,6.0,3.0,2.0,2.0,3.0,4.0,12.0,?,?,?,?,?,?,?,?,4,"(0.0232, 0.0345]",0.0232,0.0345,"(0.103, 0.115]",0.10300000000000001,0.115,"(0.334, 0.387]",0.33399999999999996,0.387,"(0.436, 1.766]",0.436,1.766,"(13.201, 18.4]",13.200999999999999,18.4,"(0.0483, 0.06]",0.0483,0.06,"(0.125, 0.148]",0.125,0.14800000000000002,"(0.127, 0.152]",0.127,0.152,"(18.381, 18.653]",18.381,18.653,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GreaterAchilles,1991EL,-,,
 42187 (2001 CS32),1.0,6.0,7.0,2.0,1.0,0.0,0.0,1.0,?,?,?,?,?,?,?,?,?,4,"(0.0119, 0.0232]",0.0119,0.0232,"(0.0779, 0.0903]",0.0779,0.0903,"(0.387, 0.441]",0.387,0.441,"(-0.895, 0.436]",-0.895,0.436,"(8.002, 13.201]",8.002,13.200999999999999,"(0.0248, 0.0367]",0.0248,0.0367,"(0.0557, 0.0789]",0.0557,0.0789,"(0.0528, 0.0776]",0.0528,0.0776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GreaterAchilles,1991EL,-,,
 89844 (2002 CP64),2.0,10.0,5.0,3.0,2.0,?,?,?,?,3.0,6.0,3.0,7.0,8.0,?,?,?,4,"(0.0232, 0.0345]",0.0232,0.0345,"(0.127, 0.14]",0.127,0.14,"(0.28, 0.334]",0.28,0.33399999999999996,"(0.436, 1.766]",0.436,1.766,"(13.201, 18.4]",13.200999999999999,18.4,-,-,-,-,-,-,-,-,-,-,-,-,"(0.718, 0.787]",0.718,0.787,"(1.294, 1.405]",1.294,1.405,"(0.5, 0.567]",0.5,0.5670000000000001,"(0.223, 0.245]",0.223,0.245,"(-0.0167, 0.05]",-0.0167,0.05,-,-,-,-,-,-,-,-,-,GreaterAchilles,1991EL,-,,
162861 (2001 DY103),0.0,9.0,8.0,2.0,0.0,3.0,?,?,?,4.0,2.0,4.0,11.0,8.0,?,?,?,4,"(0.000442, 0.0119]",0.000442,0.0119,"(0.115, 0.127]",0.115,0.127,"(0.441, 0.495]",0.441,0.495,"(-0.895, 0.436]",-0.895,0.436,"(2.731, 8.002]",2.7310000000000003,8.002,"(0.06, 0.0717]",0.06,0.0717,-,-,-,-,-,-,-,-,-,"(0.787, 0.857]",0.787,0.857,"(0.851, 0.962]",0.851,0.962,"(0.567, 0.633]",0.5670000000000001,0.633,"(0.312, 0.334]",0.312,0.334,"(-0.0167, 0.05]",-0.0167,0.05,-,-,-,-,-,-,-,-,-,GreaterAchilles,1991EL,-,,
166148 (2002 EU14),0.0,8.0,7.0,2.0,0.0,1.0,?,?,?,3.0,6.0,3.0,7.0,9.0,?,?,?,4,"(0.000442, 0.0119]",0.000442,0.0119,"(0.103, 0.115]",0.10300000000000001,0.115,"(0.387, 0.441]",0.387,0.441,"(-0.895, 0.436]",-0.895,0.436,"(2.731, 8.002]",2.7310000000000003,8.002,"(0.0367, 0.0483]",0.0367,0.0483,-,-,-,-,-,-,-,-,-,"(0.718, 0.787]",0.718,0.787,"(1.294, 1.405]",1.294,1.405,"(0.5, 0.567]",0.5,0.5670000000000001,"(0.223, 0.245]",0.223,0.245,"(0.05, 0.117]",0.05,0.117,-,-,-,-,-,-,-,-,-,GreaterAchilles,1991EL,-,,
