full_name,da_p,e_p,sini_p,MeanLib,LibRange,albedo,W1Alb,W2Alb,g_mag-mean,(b - v),(u - g),(g - r),(r - i),(i - z),(Y - J),(J - Ks),(H - Ks),L,GreaterClan,Clan,SubClan,tax_c,Tax_ref
  2674 Pandarus (1982 BC3),0.0345,0.08800000000000001,0.0365,1.77452912457517,18.259620366439396,0.067,0.148,0.139,16.6939702700906,0.822500000000002,1.4625,0.6075,0.249999999999999,0.152500000000001,?,?,?,5,GreaterPatroclus,Phereclos,PandarusSub,D,Tholin1989
  4348 Poulydamas (1988 RU),0.0409,0.0894,0.1515,1.2736489146680001,15.092080935809099,0.033,0.066,0.066,17.0985202842292,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Phereclos,PandarusSub,X,Bendjoya2004
 17423 (1988 SK2),0.0428,0.0972,0.0258,1.7822136714867198,16.8127121052912,0.115,0.23,0.23,?,?,?,?,?,?,?,?,?,5,GreaterPatroclus,Phereclos,PandarusSub,,
 30806 (1989 UP5),0.0385,0.0733,0.0148,1.29369252437283,14.437186548769601,0.136,?,?,?,0.770000000000003,1.48,0.559999999999999,0.240000000000002,0.129999999999999,?,?,?,5,GreaterPatroclus,Phereclos,PandarusSub,,
158333 (2001 WW25),0.0335,0.0973,0.0469,1.94520498532972,17.766664731182498,?,?,?,?,0.759999999999998,1.93,0.549999999999997,0.220000000000002,-0.02,?,?,?,5,GreaterPatroclus,Phereclos,PandarusSub,,
