full_name,da_p,e_p,sini_p,MeanLib,LibRange,albedo,W1Alb,W2Alb,g_mag-mean,(b - v),(u - g),(g - r),(r - i),(i - z),(Y - J),(J - Ks),(H - Ks),L,da_p-intv,da_p-left,da_p-right,e_p-intv,e_p-left,e_p-right,sini_p-intv,sini_p-left,sini_p-right,MeanLib-intv,MeanLib-left,MeanLib-right,LibRange-intv,LibRange-left,LibRange-right,albedo-intv,albedo-left,albedo-right,W1Alb-intv,W1Alb-left,W1Alb-right,W2Alb-intv,W2Alb-left,W2Alb-right,g_mag-mean-intv,g_mag-mean-left,g_mag-mean-right,(b - v)-intv,(b - v)-left,(b - v)-right,(u - g)-intv,(u - g)-left,(u - g)-right,(g - r)-intv,(g - r)-left,(g - r)-right,(r - i)-intv,(r - i)-left,(r - i)-right,(i - z)-intv,(i - z)-left,(i - z)-right,(Y - J)-intv,(Y - J)-left,(Y - J)-right,(J - Ks)-intv,(J - Ks)-left,(J - Ks)-right,(H - Ks)-intv,(H - Ks)-left,(H - Ks)-right,GreaterClan,Clan,SubClan,tax_c,Tax_ref
   617 Patroclus (1906 VY),1.0,7.0,6.0,11.0,1.0,1.0,1.0,0.0,0.0,?,?,?,?,?,?,?,?,5,"(0.0156, 0.027]",0.0156,0.027000000000000003,"(0.0906, 0.103]",0.0906,0.103,"(0.327, 0.379]",0.327,0.379,"(298.629, 299.801]",298.629,299.801,"(7.679, 12.554]",7.6789999999999985,12.554,"(0.0423, 0.0535]",0.0423,0.0535,"(0.0883, 0.111]",0.0883,0.111,"(0.0276, 0.0528]",0.0276,0.0528,"(15.856, 16.118]",15.856,16.118,,,,,,,,,,,,,,,,,,,,,,,,,GreaterPatroclus,-,-,,
   884 Priamus (1917 CQ),4.0,6.0,3.0,10.0,4.0,1.0,2.0,3.0,4.0,9.0,7.0,9.0,5.0,9.0,?,?,?,5,"(0.0497, 0.061]",0.0497,0.061,"(0.0783, 0.0906]",0.0783,0.0906,"(0.17, 0.222]",0.17,0.222,"(297.458, 298.629]",297.458,298.629,"(22.303, 27.178]",22.303,27.178,"(0.0423, 0.0535]",0.0423,0.0535,"(0.111, 0.133]",0.111,0.133,"(0.102, 0.127]",0.102,0.127,"(16.894, 17.152]",16.894000000000002,17.152,"(0.802, 0.823]",0.802,0.823,"(1.4, 1.51]",1.4,1.51,"(0.6, 0.62]",0.6,0.62,"(0.179, 0.201]",0.179,0.201,"(0.122, 0.177]",0.122,0.177,,,,,,,,,,GreaterPatroclus,-,-,,
  1172 Aneas (1930 UA),3.0,4.0,5.0,11.0,4.0,2.0,2.0,2.0,?,4.0,9.0,4.0,0.0,7.0,?,?,?,5,"(0.0383, 0.0497]",0.0383,0.0497,"(0.0536, 0.0659]",0.0536,0.0659,"(0.274, 0.327]",0.274,0.327,"(298.629, 299.801]",298.629,299.801,"(22.303, 27.178]",22.303,27.178,"(0.0535, 0.0648]",0.0535,0.0648,"(0.111, 0.133]",0.111,0.133,"(0.0776, 0.102]",0.0776,0.102,,,,"(0.695, 0.717]",0.695,0.7170000000000001,"(1.62, 1.73]",1.62,1.73,"(0.5, 0.52]",0.5,0.52,"(0.0682, 0.0907]",0.0682,0.0907,"(0.0127, 0.0673]",0.0127,0.0673,,,,,,,,,,GreaterAneas,Aneas,AneasSub,D,Tholin1989
  1173 Anchises (1930 UB),9.0,7.0,2.0,6.0,8.0,1.0,1.0,2.0,3.0,?,?,?,?,?,?,?,?,5,"(0.106, 0.118]",0.106,0.118,"(0.0906, 0.103]",0.0906,0.103,"(0.118, 0.17]",0.118,0.17,"(292.772, 293.943]",292.772,293.943,"(41.803, 46.678]",41.803,46.678,"(0.0423, 0.0535]",0.0423,0.0535,"(0.0883, 0.111]",0.0883,0.111,"(0.0776, 0.102]",0.0776,0.102,"(16.635, 16.894]",16.635,16.894000000000002,,,,,,,,,,,,,,,,,,,,,,,,,-,Anchises,-,X,Tholin1989
  1208 Troilus (1931 YA),3.0,3.0,10.0,12.0,3.0,0.0,0.0,0.0,3.0,7.0,11.0,6.0,4.0,8.0,?,?,?,5,"(0.0383, 0.0497]",0.0383,0.0497,"(0.0413, 0.0536]",0.0413,0.0536,"(0.536, 0.588]",0.536,0.588,"(299.801, 300.972]",299.801,300.972,"(17.428, 22.303]",17.428,22.303,"(0.0308, 0.0423]",0.0308,0.0423,"(0.0657, 0.0883]",0.0657,0.0883,"(0.0276, 0.0528]",0.0276,0.0528,"(16.635, 16.894]",16.635,16.894000000000002,"(0.759, 0.781]",0.759,0.7809999999999999,"(1.84, 1.95]",1.84,1.95,"(0.54, 0.56]",0.54,0.56,"(0.157, 0.179]",0.157,0.179,"(0.0673, 0.122]",0.0673,0.122,,,,,,,,,,GreaterPatroclus,Troilus,TroilusSub,FCU,Tholin1989
  1867 Deiphobus (1971 EA),6.0,2.0,8.0,10.0,7.0,2.0,2.0,3.0,0.0,10.0,7.0,9.0,6.0,9.0,?,?,?,5,"(0.0723, 0.0837]",0.0723,0.0837,"(0.029, 0.0413]",0.029,0.0413,"(0.431, 0.483]",0.431,0.483,"(297.458, 298.629]",297.458,298.629,"(36.928, 41.803]",36.928,41.803,"(0.0535, 0.0648]",0.0535,0.0648,"(0.111, 0.133]",0.111,0.133,"(0.102, 0.127]",0.102,0.127,"(15.856, 16.118]",15.856,16.118,"(0.823, 0.845]",0.823,0.845,"(1.4, 1.51]",1.4,1.51,"(0.6, 0.62]",0.6,0.62,"(0.201, 0.223]",0.201,0.223,"(0.122, 0.177]",0.122,0.177,,,,,,,,,,GreaterAneas,Aneas,-,D,Tholin1989
  1870 Glaukos (1971 FE),3.0,1.0,1.0,11.0,2.0,1.0,2.0,3.0,8.0,7.0,8.0,6.0,8.0,9.0,?,?,?,5,"(0.0383, 0.0497]",0.0383,0.0497,"(0.0166, 0.029]",0.0166,0.029,"(0.0654, 0.118]",0.0654,0.118,"(298.629, 299.801]",298.629,299.801,"(12.554, 17.428]",12.554,17.428,"(0.0423, 0.0535]",0.0423,0.0535,"(0.111, 0.133]",0.111,0.133,"(0.102, 0.127]",0.102,0.127,"(17.928, 18.186]",17.928,18.186,"(0.759, 0.781]",0.759,0.7809999999999999,"(1.51, 1.62]",1.51,1.62,"(0.54, 0.56]",0.54,0.56,"(0.245, 0.267]",0.245,0.267,"(0.122, 0.177]",0.122,0.177,,,,,,,,,,-,-,-,D,Hasselmann2012
  1871 Astyanax (1971 FF),10.0,0.0,2.0,4.0,10.0,3.0,3.0,4.0,?,?,?,?,?,?,?,?,?,5,"(0.118, 0.129]",0.118,0.129,"(0.00412, 0.0166]",0.00412,0.0166,"(0.118, 0.17]",0.118,0.17,"(290.429, 291.601]",290.4290000000001,291.601,"(51.553, 56.428]",51.553,56.428,"(0.0648, 0.0761]",0.0648,0.0761,"(0.133, 0.155]",0.133,0.155,"(0.127, 0.152]",0.127,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,GreaterAstyanax,Astyanax,AstyanaxSub,D,Fornasier2004
  1872 Helenos (1971 FG),9.0,0.0,4.0,7.0,9.0,3.0,3.0,4.0,?,6.0,8.0,5.0,5.0,8.0,?,?,?,5,"(0.106, 0.118]",0.106,0.118,"(0.00412, 0.0166]",0.00412,0.0166,"(0.222, 0.274]",0.222,0.274,"(293.943, 295.115]",293.943,295.115,"(46.678, 51.553]",46.678,51.553,"(0.0648, 0.0761]",0.0648,0.0761,"(0.133, 0.155]",0.133,0.155,"(0.127, 0.152]",0.127,0.152,,,,"(0.738, 0.759]",0.738,0.759,"(1.51, 1.62]",1.51,1.62,"(0.52, 0.54]",0.52,0.54,"(0.179, 0.201]",0.179,0.201,"(0.0673, 0.122]",0.0673,0.122,,,,,,,,,,GreaterAstyanax,Helenos,-,,
  1873 Agenor (1971 FH),4.0,9.0,7.0,10.0,4.0,2.0,2.0,4.0,8.0,?,?,?,?,?,?,?,?,5,"(0.0497, 0.061]",0.0497,0.061,"(0.115, 0.128]",0.115,0.128,"(0.379, 0.431]",0.379,0.431,"(297.458, 298.629]",297.458,298.629,"(22.303, 27.178]",22.303,27.178,"(0.0535, 0.0648]",0.0535,0.0648,"(0.111, 0.133]",0.111,0.133,"(0.127, 0.152]",0.127,0.152,"(17.928, 18.186]",17.928,18.186,,,,,,,,,,,,,,,,,,,,,,,,,GreaterPatroclus,-,-,,
