full_name,da_p,e_p,sini_p,MeanLib,LibRange,albedo,W1Alb,W2Alb,g_mag-mean,(b - v),(u - g),(g - r),(r - i),(i - z),(Y - J),(J - Ks),(H - Ks),L,da_p-intv,da_p-left,da_p-right,e_p-intv,e_p-left,e_p-right,sini_p-intv,sini_p-left,sini_p-right,MeanLib-intv,MeanLib-left,MeanLib-right,LibRange-intv,LibRange-left,LibRange-right,albedo-intv,albedo-left,albedo-right,W1Alb-intv,W1Alb-left,W1Alb-right,W2Alb-intv,W2Alb-left,W2Alb-right,g_mag-mean-intv,g_mag-mean-left,g_mag-mean-right,(b - v)-intv,(b - v)-left,(b - v)-right,(u - g)-intv,(u - g)-left,(u - g)-right,(g - r)-intv,(g - r)-left,(g - r)-right,(r - i)-intv,(r - i)-left,(r - i)-right,(i - z)-intv,(i - z)-left,(i - z)-right,(Y - J)-intv,(Y - J)-left,(Y - J)-right,(J - Ks)-intv,(J - Ks)-left,(J - Ks)-right,(H - Ks)-intv,(H - Ks)-left,(H - Ks)-right,GreaterClan,Clan,SubClan,tax_c,Tax_ref
 15502 (1999 NV27),8.0,4.0,5.0,5.0,7.0,3.0,3.0,4.0,9.0,?,?,?,?,?,?,?,?,5,"(0.0911, 0.102]",0.0911,0.102,"(0.0532, 0.0655]",0.0532,0.0655,"(0.28, 0.334]",0.28,0.33399999999999996,"(3.096, 4.427]",3.096,4.427,"(39.195, 44.393]",39.195,44.393,"(0.06, 0.0717]",0.06,0.0717,"(0.125, 0.148]",0.125,0.14800000000000002,"(0.127, 0.152]",0.127,0.152,"(17.564, 17.836]",17.564,17.836,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GreaterAneas,1988RH13,-,D,Fornasier2004
 17419 (1988 RH13),7.0,4.0,4.0,6.0,7.0,2.0,2.0,3.0,?,3.0,7.0,3.0,2.0,9.0,?,?,?,5,"(0.0798, 0.0911]",0.0798,0.0911,"(0.0532, 0.0655]",0.0532,0.0655,"(0.226, 0.28]",0.226,0.28,"(4.427, 5.757]",4.427,5.7570000000000014,"(39.195, 44.393]",39.195,44.393,"(0.0483, 0.06]",0.0483,0.06,"(0.102, 0.125]",0.102,0.125,"(0.102, 0.127]",0.102,0.127,-,-,-,"(0.718, 0.787]",0.718,0.787,"(1.405, 1.515]",1.405,1.515,"(0.5, 0.567]",0.5,0.5670000000000001,"(0.113, 0.135]",0.113,0.135,"(0.05, 0.117]",0.05,0.117,-,-,-,-,-,-,-,-,-,GreaterAneas,1988RH13,-,C,Hasselmann2012
 68519 (2001 VW15),8.0,4.0,6.0,5.0,7.0,2.0,2.0,3.0,?,?,?,?,?,?,?,?,?,5,"(0.0911, 0.102]",0.0911,0.102,"(0.0532, 0.0655]",0.0532,0.0655,"(0.334, 0.387]",0.33399999999999996,0.387,"(3.096, 4.427]",3.096,4.427,"(39.195, 44.393]",39.195,44.393,"(0.0483, 0.06]",0.0483,0.06,"(0.102, 0.125]",0.102,0.125,"(0.102, 0.127]",0.102,0.127,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GreaterAneas,1988RH13,-,,
116134 (2003 WZ142),7.0,5.0,2.0,5.0,6.0,5.0,?,?,?,?,?,?,?,?,11.0,5.0,?,5,"(0.0798, 0.0911]",0.0798,0.0911,"(0.0655, 0.0779]",0.0655,0.0779,"(0.119, 0.172]",0.11900000000000001,0.172,"(3.096, 4.427]",3.096,4.427,"(33.996, 39.195]",33.996,39.195,"(0.0833, 0.095]",0.0833,0.095,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"(0.539, 0.586]",0.539,0.586,"(0.669, 0.789]",0.669,0.789,-,-,-,GreaterAneas,1988RH13,-,,
184988 (2006 FF12),7.0,4.0,4.0,5.0,6.0,3.0,?,?,?,?,?,?,?,?,8.0,7.0,8.0,5,"(0.0798, 0.0911]",0.0798,0.0911,"(0.0532, 0.0655]",0.0532,0.0655,"(0.226, 0.28]",0.226,0.28,"(3.096, 4.427]",3.096,4.427,"(33.996, 39.195]",33.996,39.195,"(0.06, 0.0717]",0.06,0.0717,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"(0.398, 0.445]",0.398,0.445,"(0.909, 1.028]",0.909,1.028,"(0.483, 0.585]",0.483,0.585,GreaterAneas,1988RH13,-,,
319282 (2006 BY73),7.0,4.0,2.0,5.0,6.0,?,?,?,?,?,?,?,?,?,11.0,8.0,?,5,"(0.0798, 0.0911]",0.0798,0.0911,"(0.0532, 0.0655]",0.0532,0.0655,"(0.119, 0.172]",0.11900000000000001,0.172,"(3.096, 4.427]",3.096,4.427,"(33.996, 39.195]",33.996,39.195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"(0.539, 0.586]",0.539,0.586,"(1.028, 1.148]",1.028,1.148,-,-,-,GreaterAneas,1988RH13,-,,
